name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Mean_ng,Std_ng
seq2seq_conv_re_cat_0.1,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.446,0.439,0.471,0.469,0.47,0.475,0.452,0.487,0.429,0.446,0.451,0.468,0.474,0.457,0.442,0.46,0.481,0.483,0.478,0.467,0.454,0.466,0.4644333333333334,0.016855628799372094
rico_conv_re_add_0.2,0.51,0.437,0.469,0.474,0.455,0.48,0.462,0.474,0.445,0.439,0.471,0.47,0.47,0.476,0.452,0.486,0.429,0.446,0.451,0.457,0.474,0.457,0.435,0.464,0.481,0.483,0.478,0.467,0.454,0.466,0.4637333333333335,0.01732422837787844
rico_conv_re_cat_0.2,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.446,0.439,0.471,0.469,0.47,0.475,0.452,0.487,0.429,0.446,0.451,0.468,0.474,0.457,0.442,0.46,0.481,0.483,0.478,0.467,0.454,0.466,0.4644333333333334,0.016855628799372094
seq2seq_conv_re_add_0.2,0.51,0.437,0.469,0.474,0.474,0.475,0.462,0.474,0.441,0.483,0.47,0.437,0.464,0.471,0.452,0.487,0.429,0.464,0.451,0.443,0.474,0.447,0.442,0.462,0.481,0.483,0.475,0.467,0.452,0.466,0.4638666666666667,0.017617667899646142
seq2seq_conv_re_cat_0.2,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.446,0.439,0.471,0.469,0.47,0.475,0.452,0.487,0.429,0.446,0.451,0.468,0.474,0.457,0.442,0.46,0.481,0.483,0.475,0.467,0.454,0.466,0.46433333333333343,0.016783589868943075
rico_conv_re_add_0.3,0.51,0.437,0.469,0.474,0.455,0.48,0.462,0.474,0.443,0.439,0.468,0.47,0.47,0.476,0.452,0.486,0.429,0.445,0.451,0.444,0.474,0.458,0.435,0.464,0.481,0.483,0.475,0.467,0.454,0.46,0.46283333333333343,0.017629678260125885
rico_conv_re_cat_0.3,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.446,0.439,0.471,0.469,0.47,0.475,0.452,0.487,0.429,0.446,0.451,0.468,0.474,0.457,0.442,0.46,0.481,0.483,0.475,0.467,0.454,0.466,0.46433333333333343,0.016783589868943075
seq2seq_conv_re_add_0.3,0.51,0.433,0.471,0.476,0.474,0.475,0.462,0.477,0.44,0.483,0.468,0.433,0.464,0.473,0.452,0.487,0.429,0.464,0.453,0.456,0.474,0.449,0.426,0.487,0.481,0.483,0.475,0.467,0.452,0.457,0.4643666666666667,0.01915634504689126
seq2seq_conv_re_cat_0.3,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.446,0.439,0.471,0.469,0.47,0.475,0.452,0.487,0.429,0.446,0.451,0.466,0.474,0.457,0.442,0.46,0.481,0.483,0.475,0.467,0.454,0.466,0.46426666666666677,0.016772861678583315
rico_conv_re_add_0.4,0.51,0.437,0.463,0.474,0.455,0.48,0.462,0.474,0.443,0.439,0.468,0.47,0.47,0.476,0.454,0.486,0.429,0.445,0.459,0.442,0.474,0.458,0.435,0.451,0.481,0.484,0.466,0.467,0.454,0.46,0.46220000000000006,0.01754118962138353
rico_conv_re_cat_0.4,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.446,0.439,0.471,0.469,0.47,0.475,0.452,0.487,0.429,0.446,0.451,0.454,0.474,0.457,0.442,0.46,0.481,0.483,0.475,0.467,0.454,0.466,0.4638666666666668,0.01686956496837491
seq2seq_conv_re_add_0.4,0.501,0.44,0.471,0.483,0.467,0.475,0.462,0.477,0.44,0.48,0.468,0.459,0.465,0.465,0.454,0.487,0.429,0.47,0.458,0.451,0.474,0.449,0.426,0.487,0.481,0.483,0.466,0.47,0.45,0.456,0.4648,0.017182161292068773
seq2seq_conv_re_cat_0.4,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.446,0.439,0.471,0.469,0.47,0.476,0.452,0.486,0.429,0.446,0.451,0.46,0.474,0.457,0.442,0.46,0.481,0.483,0.469,0.467,0.454,0.466,0.4638666666666668,0.016668799863484133
rico_conv_re_add_0.5,0.511,0.437,0.463,0.475,0.463,0.48,0.462,0.456,0.45,0.473,0.468,0.469,0.474,0.477,0.454,0.486,0.429,0.445,0.459,0.474,0.474,0.458,0.435,0.451,0.481,0.484,0.466,0.467,0.463,0.46,0.46480000000000005,0.016444654653311103
rico_conv_re_cat_0.5,0.51,0.437,0.469,0.474,0.454,0.48,0.462,0.474,0.446,0.439,0.471,0.469,0.47,0.475,0.452,0.487,0.429,0.446,0.451,0.435,0.474,0.457,0.442,0.46,0.481,0.483,0.475,0.467,0.454,0.466,0.46296666666666675,0.017647442370559596
seq2seq_conv_re_add_0.5,0.504,0.44,0.471,0.483,0.467,0.475,0.462,0.463,0.44,0.48,0.468,0.46,0.469,0.461,0.454,0.476,0.429,0.448,0.458,0.441,0.476,0.449,0.432,0.487,0.481,0.483,0.469,0.469,0.451,0.456,0.46340000000000003,0.01708137387136448
seq2seq_conv_re_cat_0.5,0.51,0.437,0.463,0.474,0.467,0.48,0.462,0.474,0.446,0.439,0.471,0.469,0.464,0.476,0.452,0.486,0.429,0.446,0.451,0.451,0.474,0.457,0.442,0.46,0.481,0.483,0.469,0.467,0.454,0.466,0.4633333333333335,0.016753772377852357
rico_conv_re_add_0.6,0.511,0.437,0.463,0.466,0.471,0.48,0.462,0.456,0.45,0.473,0.468,0.466,0.474,0.462,0.419,0.485,0.427,0.464,0.473,0.447,0.474,0.462,0.429,0.452,0.481,0.484,0.465,0.467,0.448,0.464,0.46266666666666667,0.018526257642120337
rico_conv_re_cat_0.6,0.51,0.437,0.469,0.474,0.454,0.48,0.462,0.474,0.446,0.439,0.471,0.469,0.47,0.475,0.452,0.487,0.429,0.446,0.451,0.464,0.474,0.457,0.442,0.46,0.481,0.483,0.469,0.467,0.454,0.466,0.46373333333333344,0.016768886532967996
seq2seq_conv_re_add_0.6,0.475,0.446,0.47,0.479,0.437,0.464,0.462,0.464,0.44,0.48,0.469,0.444,0.47,0.466,0.454,0.476,0.429,0.436,0.459,0.459,0.481,0.45,0.438,0.487,0.481,0.471,0.473,0.469,0.448,0.482,0.4619666666666667,0.01594675167201423
seq2seq_conv_re_cat_0.6,0.51,0.437,0.47,0.475,0.471,0.48,0.462,0.472,0.446,0.469,0.46,0.439,0.464,0.476,0.452,0.486,0.429,0.447,0.451,0.454,0.474,0.457,0.442,0.46,0.481,0.483,0.474,0.467,0.449,0.461,0.4632666666666668,0.016877861897237514
rico_conv_re_add_0.7,0.5,0.437,0.468,0.478,0.464,0.479,0.456,0.459,0.45,0.476,0.479,0.458,0.459,0.461,0.419,0.485,0.427,0.452,0.469,0.441,0.488,0.458,0.429,0.452,0.481,0.465,0.461,0.467,0.439,0.454,0.4603666666666667,0.01856247708565738
rico_conv_re_cat_0.7,0.51,0.437,0.47,0.474,0.467,0.48,0.462,0.474,0.446,0.439,0.47,0.437,0.464,0.475,0.452,0.487,0.429,0.446,0.451,0.463,0.474,0.457,0.442,0.46,0.481,0.483,0.474,0.467,0.464,0.466,0.46336666666666676,0.01729833004142949
seq2seq_conv_re_add_0.7,0.476,0.446,0.47,0.482,0.451,0.48,0.462,0.456,0.44,0.48,0.47,0.418,0.458,0.464,0.454,0.49,0.428,0.461,0.464,0.443,0.485,0.456,0.432,0.461,0.465,0.473,0.465,0.469,0.452,0.462,0.46043333333333336,0.016608598843838557
seq2seq_conv_re_cat_0.7,0.511,0.437,0.466,0.475,0.471,0.48,0.462,0.439,0.446,0.472,0.46,0.469,0.454,0.451,0.452,0.486,0.429,0.457,0.46,0.468,0.474,0.458,0.442,0.463,0.481,0.483,0.471,0.467,0.476,0.461,0.46403333333333335,0.016442796463970333
rico_conv_re_add_0.8,0.5,0.453,0.458,0.466,0.473,0.487,0.458,0.465,0.468,0.455,0.479,0.447,0.457,0.461,0.437,0.492,0.42,0.46,0.468,0.43,0.49,0.457,0.441,0.452,0.481,0.476,0.443,0.465,0.445,0.452,0.46120000000000005,0.018214280112043953
rico_conv_re_cat_0.8,0.51,0.437,0.464,0.474,0.471,0.48,0.462,0.469,0.446,0.439,0.464,0.435,0.472,0.465,0.452,0.487,0.429,0.448,0.46,0.454,0.474,0.457,0.442,0.46,0.481,0.483,0.474,0.467,0.449,0.457,0.46206666666666685,0.01729534298269013
seq2seq_conv_re_add_0.8,0.508,0.424,0.458,0.486,0.466,0.449,0.484,0.462,0.466,0.483,0.451,0.425,0.462,0.468,0.464,0.477,0.424,0.462,0.459,0.469,0.485,0.456,0.447,0.461,0.465,0.481,0.467,0.466,0.455,0.473,0.4634333333333333,0.018115708346318916
seq2seq_conv_re_cat_0.8,0.51,0.462,0.453,0.465,0.467,0.478,0.462,0.46,0.447,0.453,0.447,0.448,0.454,0.462,0.45,0.492,0.429,0.453,0.474,0.493,0.451,0.458,0.426,0.469,0.481,0.484,0.467,0.47,0.448,0.461,0.46246666666666675,0.017696955168113582
rico_conv_re_add_0.9,0.497,0.429,0.468,0.473,0.468,0.485,0.441,0.464,0.454,0.44,0.476,0.458,0.474,0.467,0.445,0.49,0.438,0.451,0.484,0.469,0.487,0.453,0.432,0.474,0.474,0.474,0.458,0.493,0.458,0.461,0.4645,0.01784890286077363
rico_conv_re_cat_0.9,0.51,0.446,0.456,0.482,0.459,0.48,0.462,0.454,0.452,0.437,0.465,0.463,0.454,0.467,0.456,0.485,0.429,0.47,0.489,0.486,0.456,0.458,0.426,0.452,0.481,0.484,0.463,0.467,0.438,0.477,0.4634666666666668,0.018525178061822294
seq2seq_conv_re_add_0.9,0.482,0.45,0.482,0.477,0.472,0.482,0.477,0.468,0.454,0.475,0.467,0.477,0.474,0.457,0.443,0.496,0.424,0.468,0.476,0.522,0.458,0.457,0.437,0.465,0.465,0.478,0.491,0.472,0.48,0.456,0.4694,0.018232937229091747
seq2seq_conv_re_cat_0.9,0.498,0.442,0.474,0.478,0.475,0.442,0.498,0.492,0.464,0.476,0.474,0.462,0.482,0.471,0.416,0.484,0.426,0.446,0.48,0.523,0.462,0.464,0.426,0.465,0.43,0.483,0.478,0.469,0.453,0.467,0.46666666666666673,0.023391356428295373
